SCALE_XY,PPS_XY,IMAGE_SIZE,RADIAL_DISTORTION,TANGENTIAL_DISTORTION,ROTATION,TRANSLATION
"1436.91553144828, 1436.06953675934","1024.16699741127, 753.615625079307","2048, 1536","-0.0493742239710105, 0.0800990916507712, 0.0","0.0, 0.0","-0.999872357993118, -0.00799232518229679, 0.0138343940764542, -0.0137855192879111, -0.0061382803753776. -0.999886134003265, 0.00807633451788842, -0.999949220836845, 0.00602731851999587","0.0244166799262217, -0.107915975069684, -0.0916572079096393   "
